antecedents_str,consequents_str,rule_str,support,confidence,lift,strength
"LUNCH BAG SPACEBOY DESIGN, LUNCH BAG SUKI DESIGN",LUNCH BAG  BLACK SKULL.,"LUNCH BAG SPACEBOY DESIGN, LUNCH BAG SUKI DESIGN  →  LUNCH BAG  BLACK SKULL.",0.0166,0.5983,7.521,Very Strong
"LUNCH BAG  BLACK SKULL., LUNCH BAG SUKI DESIGN",LUNCH BAG SPACEBOY DESIGN,"LUNCH BAG  BLACK SKULL., LUNCH BAG SUKI DESIGN  →  LUNCH BAG SPACEBOY DESIGN",0.0166,0.5267,7.5186,Very Strong
"LUNCH BAG CARS BLUE, LUNCH BAG RED RETROSPOT",LUNCH BAG  BLACK SKULL.,"LUNCH BAG CARS BLUE, LUNCH BAG RED RETROSPOT  →  LUNCH BAG  BLACK SKULL.",0.0199,0.5981,7.5184,Very Strong
JUMBO STORAGE BAG SKULLS,JUMBO STORAGE BAG SUKI,JUMBO STORAGE BAG SKULLS  →  JUMBO STORAGE BAG SUKI,0.0155,0.4327,7.5142,Very Strong
CHARLOTTE BAG APPLES DESIGN,JUMBO BAG APPLES,CHARLOTTE BAG APPLES DESIGN  →  JUMBO BAG APPLES,0.0101,0.3698,7.5131,Very Strong
"LUNCH BAG APPLE DESIGN, LUNCH BAG SPACEBOY DESIGN",LUNCH BAG CARS BLUE,"LUNCH BAG APPLE DESIGN, LUNCH BAG SPACEBOY DESIGN  →  LUNCH BAG CARS BLUE",0.0113,0.5303,7.5009,Very Strong
"LUNCH BAG RED RETROSPOT, LUNCH BAG WOODLAND",LUNCH BAG APPLE DESIGN,"LUNCH BAG RED RETROSPOT, LUNCH BAG WOODLAND  →  LUNCH BAG APPLE DESIGN",0.013,0.4451,7.4978,Very Strong
"LUNCH BAG CARS BLUE, LUNCH BAG PINK POLKADOT",LUNCH BAG SPACEBOY DESIGN,"LUNCH BAG CARS BLUE, LUNCH BAG PINK POLKADOT  →  LUNCH BAG SPACEBOY DESIGN",0.0167,0.5253,7.4977,Very Strong
"LUNCH BAG DOLLY GIRL DESIGN, LUNCH BAG SPACEBOY DESIGN",LUNCH BAG SUKI DESIGN,"LUNCH BAG DOLLY GIRL DESIGN, LUNCH BAG SPACEBOY DESIGN  →  LUNCH BAG SUKI DESIGN",0.0125,0.5016,7.4958,Very Strong
"JUMBO BAG RED RETROSPOT, JUMBO STORAGE BAG SUKI",JUMBO BAG PINK VINTAGE PAISLEY,"JUMBO BAG RED RETROSPOT, JUMBO STORAGE BAG SUKI  →  JUMBO BAG PINK VINTAGE PAISLEY",0.0106,0.3292,7.4957,Very Strong
"LUNCH BAG SPACEBOY DESIGN, LUNCH BAG VINTAGE LEAF DESIGN",LUNCH BAG RED RETROSPOT,"LUNCH BAG SPACEBOY DESIGN, LUNCH BAG VINTAGE LEAF DESIGN  →  LUNCH BAG RED RETROSPOT",0.0112,0.6715,7.4944,Very Strong
"LUNCH BAG CARS BLUE, LUNCH BAG SUKI DESIGN",LUNCH BAG SPACEBOY DESIGN,"LUNCH BAG CARS BLUE, LUNCH BAG SUKI DESIGN  →  LUNCH BAG SPACEBOY DESIGN",0.0153,0.5249,7.4921,Very Strong
"LUNCH BAG DOLLY GIRL DESIGN, LUNCH BAG SUKI DESIGN",LUNCH BAG RED RETROSPOT,"LUNCH BAG DOLLY GIRL DESIGN, LUNCH BAG SUKI DESIGN  →  LUNCH BAG RED RETROSPOT",0.0126,0.6709,7.4882,Very Strong
JUMBO BAG OWLS,JUMBO STORAGE BAG SUKI,JUMBO BAG OWLS  →  JUMBO STORAGE BAG SUKI,0.0121,0.431,7.4847,Very Strong
"JUMBO BAG RED RETROSPOT, JUMBO STORAGE BAG SUKI",JUMBO SHOPPER VINTAGE RED PAISLEY,"JUMBO BAG RED RETROSPOT, JUMBO STORAGE BAG SUKI  →  JUMBO SHOPPER VINTAGE RED PAISLEY",0.0144,0.4464,7.4796,Very Strong
CHARLOTTE BAG APPLES DESIGN,LUNCH BAG APPLE DESIGN,CHARLOTTE BAG APPLES DESIGN  →  LUNCH BAG APPLE DESIGN,0.0121,0.4438,7.4764,Very Strong
PACK OF 60 SPACEBOY CAKE CASES,PACK OF 72 RETROSPOT CAKE CASES,PACK OF 60 SPACEBOY CAKE CASES  →  PACK OF 72 RETROSPOT CAKE CASES,0.0134,0.5,7.4718,Very Strong
"LUNCH BAG RED RETROSPOT, LUNCH BAG SUKI DESIGN",LUNCH BAG CARS BLUE,"LUNCH BAG RED RETROSPOT, LUNCH BAG SUKI DESIGN  →  LUNCH BAG CARS BLUE",0.0174,0.5281,7.4699,Very Strong
"LUNCH BAG RED RETROSPOT, LUNCH BAG SPACEBOY DESIGN",LUNCH BAG CARS BLUE,"LUNCH BAG RED RETROSPOT, LUNCH BAG SPACEBOY DESIGN  →  LUNCH BAG CARS BLUE",0.0174,0.5281,7.4699,Very Strong
"LUNCH BAG DOLLY GIRL DESIGN, LUNCH BAG RED RETROSPOT",LUNCH BAG  BLACK SKULL.,"LUNCH BAG DOLLY GIRL DESIGN, LUNCH BAG RED RETROSPOT  →  LUNCH BAG  BLACK SKULL.",0.0127,0.594,7.4672,Very Strong
"LUNCH BAG CARS BLUE, LUNCH BAG RED RETROSPOT",LUNCH BAG SPACEBOY DESIGN,"LUNCH BAG CARS BLUE, LUNCH BAG RED RETROSPOT  →  LUNCH BAG SPACEBOY DESIGN",0.0174,0.523,7.4655,Very Strong
"LUNCH BAG ALPHABET DESIGN, LUNCH BAG CARS BLUE",LUNCH BAG  BLACK SKULL.,"LUNCH BAG ALPHABET DESIGN, LUNCH BAG CARS BLUE  →  LUNCH BAG  BLACK SKULL.",0.0105,0.5936,7.4624,Very Strong
"JUMBO BAG RED RETROSPOT, LUNCH BAG SPACEBOY DESIGN",LUNCH BAG RED RETROSPOT,"JUMBO BAG RED RETROSPOT, LUNCH BAG SPACEBOY DESIGN  →  LUNCH BAG RED RETROSPOT",0.0102,0.6684,7.46,Very Strong
"JUMBO BAG RED RETROSPOT, JUMBO SHOPPER VINTAGE RED PAISLEY",JUMBO BAG PINK POLKADOT,"JUMBO BAG RED RETROSPOT, JUMBO SHOPPER VINTAGE RED PAISLEY  →  JUMBO BAG PINK POLKADOT",0.014,0.4715,7.4589,Very Strong
"LUNCH BAG  BLACK SKULL., LUNCH BAG VINTAGE LEAF DESIGN",LUNCH BAG CARS BLUE,"LUNCH BAG  BLACK SKULL., LUNCH BAG VINTAGE LEAF DESIGN  →  LUNCH BAG CARS BLUE",0.0101,0.5272,7.4569,Very Strong
"LUNCH BAG APPLE DESIGN, LUNCH BAG CARS BLUE",LUNCH BAG SPACEBOY DESIGN,"LUNCH BAG APPLE DESIGN, LUNCH BAG CARS BLUE  →  LUNCH BAG SPACEBOY DESIGN",0.0113,0.5224,7.4568,Very Strong
PAINTED METAL PEARS ASSORTED,ASSORTED COLOUR BIRD ORNAMENT,PAINTED METAL PEARS ASSORTED  →  ASSORTED COLOUR BIRD ORNAMENT,0.0195,0.7311,7.4447,Very Strong
"LUNCH BAG ALPHABET DESIGN, LUNCH BAG SPACEBOY DESIGN",LUNCH BAG  BLACK SKULL.,"LUNCH BAG ALPHABET DESIGN, LUNCH BAG SPACEBOY DESIGN  →  LUNCH BAG  BLACK SKULL.",0.0106,0.5919,7.4413,Very Strong
"LUNCH BAG  BLACK SKULL., LUNCH BAG RED RETROSPOT",LUNCH BAG SUKI DESIGN,"LUNCH BAG  BLACK SKULL., LUNCH BAG RED RETROSPOT  →  LUNCH BAG SUKI DESIGN",0.0194,0.4979,7.4409,Very Strong
"LUNCH BAG  BLACK SKULL., LUNCH BAG CARS BLUE",LUNCH BAG SPACEBOY DESIGN,"LUNCH BAG  BLACK SKULL., LUNCH BAG CARS BLUE  →  LUNCH BAG SPACEBOY DESIGN",0.0168,0.5212,7.4398,Very Strong
JUMBO BAG WOODLAND ANIMALS,JUMBO BAG STRAWBERRY,JUMBO BAG WOODLAND ANIMALS  →  JUMBO BAG STRAWBERRY,0.0105,0.3581,7.4334,Very Strong
"LUNCH BAG CARS BLUE, LUNCH BAG SUKI DESIGN",LUNCH BAG  BLACK SKULL.,"LUNCH BAG CARS BLUE, LUNCH BAG SUKI DESIGN  →  LUNCH BAG  BLACK SKULL.",0.0172,0.5912,7.4316,Very Strong
"JUMBO BAG PINK POLKADOT, JUMBO BAG RED RETROSPOT",JUMBO STORAGE BAG SUKI,"JUMBO BAG PINK POLKADOT, JUMBO BAG RED RETROSPOT  →  JUMBO STORAGE BAG SUKI",0.0166,0.4277,7.4266,Very Strong
"JUMBO BAG RED RETROSPOT, JUMBO BAG VINTAGE LEAF",JUMBO BAG ALPHABET,"JUMBO BAG RED RETROSPOT, JUMBO BAG VINTAGE LEAF  →  JUMBO BAG ALPHABET",0.0103,0.4038,7.4264,Very Strong
"LUNCH BAG APPLE DESIGN, LUNCH BAG SUKI DESIGN",LUNCH BAG  BLACK SKULL.,"LUNCH BAG APPLE DESIGN, LUNCH BAG SUKI DESIGN  →  LUNCH BAG  BLACK SKULL.",0.0156,0.5897,7.4129,Very Strong
"JUMBO BAG APPLES, JUMBO BAG RED RETROSPOT",JUMBO STORAGE BAG SUKI,"JUMBO BAG APPLES, JUMBO BAG RED RETROSPOT  →  JUMBO STORAGE BAG SUKI",0.0103,0.4267,7.4089,Very Strong
JUMBO BAG APPLES,JUMBO BAG VINTAGE LEAF,JUMBO BAG APPLES  →  JUMBO BAG VINTAGE LEAF,0.0206,0.4183,7.4085,Very Strong
JUMBO BAG VINTAGE LEAF,JUMBO BAG APPLES,JUMBO BAG VINTAGE LEAF  →  JUMBO BAG APPLES,0.0206,0.3647,7.4085,Very Strong
"LUNCH BAG RED RETROSPOT, LUNCH BAG SUKI DESIGN",LUNCH BAG  BLACK SKULL.,"LUNCH BAG RED RETROSPOT, LUNCH BAG SUKI DESIGN  →  LUNCH BAG  BLACK SKULL.",0.0194,0.5892,7.4075,Very Strong
"LUNCH BAG  BLACK SKULL., LUNCH BAG PINK POLKADOT",LUNCH BAG RED RETROSPOT,"LUNCH BAG  BLACK SKULL., LUNCH BAG PINK POLKADOT  →  LUNCH BAG RED RETROSPOT",0.0236,0.6629,7.3984,Very Strong
"LUNCH BAG RED RETROSPOT, LUNCH BAG WOODLAND",LUNCH BAG  BLACK SKULL.,"LUNCH BAG RED RETROSPOT, LUNCH BAG WOODLAND  →  LUNCH BAG  BLACK SKULL.",0.0172,0.5879,7.3908,Very Strong
"LUNCH BAG APPLE DESIGN, LUNCH BAG WOODLAND",LUNCH BAG RED RETROSPOT,"LUNCH BAG APPLE DESIGN, LUNCH BAG WOODLAND  →  LUNCH BAG RED RETROSPOT",0.013,0.6612,7.3797,Very Strong
"LUNCH BAG  BLACK SKULL., LUNCH BAG WOODLAND",LUNCH BAG RED RETROSPOT,"LUNCH BAG  BLACK SKULL., LUNCH BAG WOODLAND  →  LUNCH BAG RED RETROSPOT",0.0172,0.6605,7.3716,Very Strong
PACK OF 72 RETROSPOT CAKE CASES,PACK OF 60 PINK PAISLEY CAKE CASES,PACK OF 72 RETROSPOT CAKE CASES  →  PACK OF 60 PINK PAISLEY CAKE CASES,0.0228,0.3401,7.3676,Very Strong
PACK OF 60 PINK PAISLEY CAKE CASES,PACK OF 72 RETROSPOT CAKE CASES,PACK OF 60 PINK PAISLEY CAKE CASES  →  PACK OF 72 RETROSPOT CAKE CASES,0.0228,0.493,7.3676,Very Strong
JUMBO BAG WOODLAND ANIMALS,JUMBO STORAGE BAG SUKI,JUMBO BAG WOODLAND ANIMALS  →  JUMBO STORAGE BAG SUKI,0.0124,0.4242,7.3668,Very Strong
"LUNCH BAG PINK POLKADOT, LUNCH BAG RED RETROSPOT",LUNCH BAG SUKI DESIGN,"LUNCH BAG PINK POLKADOT, LUNCH BAG RED RETROSPOT  →  LUNCH BAG SUKI DESIGN",0.0187,0.4926,7.3607,Very Strong
LUNCH BAG WOODLAND,LUNCH BAG SPACEBOY DESIGN,LUNCH BAG WOODLAND  →  LUNCH BAG SPACEBOY DESIGN,0.0278,0.5156,7.3606,Very Strong
LUNCH BAG SPACEBOY DESIGN,LUNCH BAG WOODLAND,LUNCH BAG SPACEBOY DESIGN  →  LUNCH BAG WOODLAND,0.0278,0.3972,7.3606,Very Strong
"LUNCH BAG APPLE DESIGN, LUNCH BAG PINK POLKADOT",LUNCH BAG RED RETROSPOT,"LUNCH BAG APPLE DESIGN, LUNCH BAG PINK POLKADOT  →  LUNCH BAG RED RETROSPOT",0.0142,0.6592,7.3569,Very Strong
"LUNCH BAG APPLE DESIGN, LUNCH BAG SPACEBOY DESIGN",LUNCH BAG PINK POLKADOT,"LUNCH BAG APPLE DESIGN, LUNCH BAG SPACEBOY DESIGN  →  LUNCH BAG PINK POLKADOT",0.0106,0.5,7.3568,Very Strong
"LUNCH BAG RED RETROSPOT, LUNCH BAG SUKI DESIGN",LUNCH BAG ALPHABET DESIGN,"LUNCH BAG RED RETROSPOT, LUNCH BAG SUKI DESIGN  →  LUNCH BAG ALPHABET DESIGN",0.0115,0.3496,7.3553,Very Strong
"LUNCH BAG CARS BLUE, LUNCH BAG WOODLAND",LUNCH BAG  BLACK SKULL.,"LUNCH BAG CARS BLUE, LUNCH BAG WOODLAND  →  LUNCH BAG  BLACK SKULL.",0.015,0.5831,7.33,Very Strong
"LUNCH BAG ALPHABET DESIGN, LUNCH BAG RED RETROSPOT",LUNCH BAG  BLACK SKULL.,"LUNCH BAG ALPHABET DESIGN, LUNCH BAG RED RETROSPOT  →  LUNCH BAG  BLACK SKULL.",0.0112,0.5816,7.3113,Very Strong
PACK OF 72 RETROSPOT CAKE CASES,60 TEATIME FAIRY CAKE CASES,PACK OF 72 RETROSPOT CAKE CASES  →  60 TEATIME FAIRY CAKE CASES,0.0228,0.3401,7.304,Very Strong
60 TEATIME FAIRY CAKE CASES,PACK OF 72 RETROSPOT CAKE CASES,60 TEATIME FAIRY CAKE CASES  →  PACK OF 72 RETROSPOT CAKE CASES,0.0228,0.4888,7.304,Very Strong
JUMBO BAG ALPHABET,JUMBO BAG APPLES,JUMBO BAG ALPHABET  →  JUMBO BAG APPLES,0.0195,0.3595,7.3027,Very Strong
JUMBO BAG APPLES,JUMBO BAG ALPHABET,JUMBO BAG APPLES  →  JUMBO BAG ALPHABET,0.0195,0.3971,7.3027,Very Strong
60 CAKE CASES VINTAGE CHRISTMAS,PAPER CHAIN KIT VINTAGE CHRISTMAS,60 CAKE CASES VINTAGE CHRISTMAS  →  PAPER CHAIN KIT VINTAGE CHRISTMAS,0.0132,0.3914,7.2959,Very Strong
PACK OF 60 DINOSAUR CAKE CASES,PACK OF 72 RETROSPOT CAKE CASES,PACK OF 60 DINOSAUR CAKE CASES  →  PACK OF 72 RETROSPOT CAKE CASES,0.0183,0.4882,7.2958,Very Strong
"LUNCH BAG RED RETROSPOT, LUNCH BAG SUKI DESIGN",LUNCH BAG SPACEBOY DESIGN,"LUNCH BAG RED RETROSPOT, LUNCH BAG SUKI DESIGN  →  LUNCH BAG SPACEBOY DESIGN",0.0168,0.511,7.2943,Very Strong
"LUNCH BAG PINK POLKADOT, LUNCH BAG SPACEBOY DESIGN",LUNCH BAG SUKI DESIGN,"LUNCH BAG PINK POLKADOT, LUNCH BAG SPACEBOY DESIGN  →  LUNCH BAG SUKI DESIGN",0.0131,0.488,7.2928,Very Strong
"LUNCH BAG APPLE DESIGN, LUNCH BAG RED RETROSPOT",LUNCH BAG SPACEBOY DESIGN,"LUNCH BAG APPLE DESIGN, LUNCH BAG RED RETROSPOT  →  LUNCH BAG SPACEBOY DESIGN",0.0137,0.5105,7.2872,Very Strong
"LUNCH BAG APPLE DESIGN, LUNCH BAG RED RETROSPOT",LUNCH BAG  BLACK SKULL.,"LUNCH BAG APPLE DESIGN, LUNCH BAG RED RETROSPOT  →  LUNCH BAG  BLACK SKULL.",0.0155,0.5796,7.2861,Very Strong
"LUNCH BAG RED RETROSPOT, LUNCH BAG SPACEBOY DESIGN",LUNCH BAG  BLACK SKULL.,"LUNCH BAG RED RETROSPOT, LUNCH BAG SPACEBOY DESIGN  →  LUNCH BAG  BLACK SKULL.",0.0191,0.5795,7.2846,Very Strong
JUMBO BAG PINK VINTAGE PAISLEY,JUMBO SHOPPER VINTAGE RED PAISLEY,JUMBO BAG PINK VINTAGE PAISLEY  →  JUMBO SHOPPER VINTAGE RED PAISLEY,0.0191,0.4341,7.2732,Very Strong
JUMBO SHOPPER VINTAGE RED PAISLEY,JUMBO BAG PINK VINTAGE PAISLEY,JUMBO SHOPPER VINTAGE RED PAISLEY  →  JUMBO BAG PINK VINTAGE PAISLEY,0.0191,0.3194,7.2732,Very Strong
JUMBO BAG SCANDINAVIAN BLUE PAISLEY,JUMBO SHOPPER VINTAGE RED PAISLEY,JUMBO BAG SCANDINAVIAN BLUE PAISLEY  →  JUMBO SHOPPER VINTAGE RED PAISLEY,0.0146,0.4341,7.273,Very Strong
JUMBO BAG SCANDINAVIAN BLUE PAISLEY,JUMBO BAG STRAWBERRY,JUMBO BAG SCANDINAVIAN BLUE PAISLEY  →  JUMBO BAG STRAWBERRY,0.0117,0.3501,7.2672,Very Strong
"LUNCH BAG  BLACK SKULL., LUNCH BAG RED RETROSPOT",LUNCH BAG VINTAGE LEAF DESIGN,"LUNCH BAG  BLACK SKULL., LUNCH BAG RED RETROSPOT  →  LUNCH BAG VINTAGE LEAF DESIGN",0.0125,0.3202,7.2658,Very Strong
"LUNCH BAG APPLE DESIGN, LUNCH BAG SUKI DESIGN",LUNCH BAG CARS BLUE,"LUNCH BAG APPLE DESIGN, LUNCH BAG SUKI DESIGN  →  LUNCH BAG CARS BLUE",0.0136,0.5137,7.2657,Very Strong
"JUMBO BAG RED RETROSPOT, LUNCH BAG PINK POLKADOT",LUNCH BAG  BLACK SKULL.,"JUMBO BAG RED RETROSPOT, LUNCH BAG PINK POLKADOT  →  LUNCH BAG  BLACK SKULL.",0.0117,0.5777,7.2623,Very Strong
"LUNCH BAG CARS BLUE, LUNCH BAG SPACEBOY DESIGN",LUNCH BAG  BLACK SKULL.,"LUNCH BAG CARS BLUE, LUNCH BAG SPACEBOY DESIGN  →  LUNCH BAG  BLACK SKULL.",0.0168,0.5773,7.258,Very Strong
"JUMBO BAG RED RETROSPOT, LUNCH BAG SUKI DESIGN",LUNCH BAG RED RETROSPOT,"JUMBO BAG RED RETROSPOT, LUNCH BAG SUKI DESIGN  →  LUNCH BAG RED RETROSPOT",0.0112,0.6495,7.2492,Very Strong
"JUMBO BAG APPLES, JUMBO BAG RED RETROSPOT",LUNCH BAG APPLE DESIGN,"JUMBO BAG APPLES, JUMBO BAG RED RETROSPOT  →  LUNCH BAG APPLE DESIGN",0.0104,0.43,7.2442,Very Strong
"LUNCH BAG CARS BLUE, LUNCH BAG WOODLAND",LUNCH BAG RED RETROSPOT,"LUNCH BAG CARS BLUE, LUNCH BAG WOODLAND  →  LUNCH BAG RED RETROSPOT",0.0166,0.6489,7.2422,Very Strong
"LUNCH BAG  BLACK SKULL., LUNCH BAG VINTAGE LEAF DESIGN",LUNCH BAG RED RETROSPOT,"LUNCH BAG  BLACK SKULL., LUNCH BAG VINTAGE LEAF DESIGN  →  LUNCH BAG RED RETROSPOT",0.0125,0.6485,7.2381,Very Strong
"LUNCH BAG CARS BLUE, LUNCH BAG WOODLAND",LUNCH BAG APPLE DESIGN,"LUNCH BAG CARS BLUE, LUNCH BAG WOODLAND  →  LUNCH BAG APPLE DESIGN",0.011,0.4295,7.2352,Very Strong
"LUNCH BAG  BLACK SKULL., LUNCH BAG PINK POLKADOT",LUNCH BAG SUKI DESIGN,"LUNCH BAG  BLACK SKULL., LUNCH BAG PINK POLKADOT  →  LUNCH BAG SUKI DESIGN",0.0172,0.4842,7.2351,Very Strong
"JUMBO BAG PINK POLKADOT, LUNCH BAG PINK POLKADOT",LUNCH BAG RED RETROSPOT,"JUMBO BAG PINK POLKADOT, LUNCH BAG PINK POLKADOT  →  LUNCH BAG RED RETROSPOT",0.012,0.6478,7.2302,Very Strong
CHOCOLATE HOT WATER BOTTLE,SCOTTIE DOG HOT WATER BOTTLE,CHOCOLATE HOT WATER BOTTLE  →  SCOTTIE DOG HOT WATER BOTTLE,0.0185,0.3533,7.2247,Very Strong
SCOTTIE DOG HOT WATER BOTTLE,CHOCOLATE HOT WATER BOTTLE,SCOTTIE DOG HOT WATER BOTTLE  →  CHOCOLATE HOT WATER BOTTLE,0.0185,0.3783,7.2247,Very Strong
"JUMBO BAG RED RETROSPOT, LUNCH BAG  BLACK SKULL.",LUNCH BAG RED RETROSPOT,"JUMBO BAG RED RETROSPOT, LUNCH BAG  BLACK SKULL.  →  LUNCH BAG RED RETROSPOT",0.0134,0.6473,7.2242,Very Strong
"LUNCH BAG  BLACK SKULL., LUNCH BAG RED RETROSPOT",LUNCH BAG CARS BLUE,"LUNCH BAG  BLACK SKULL., LUNCH BAG RED RETROSPOT  →  LUNCH BAG CARS BLUE",0.0199,0.5103,7.2184,Very Strong
"JUMBO BAG RED RETROSPOT, LUNCH BAG PINK POLKADOT",LUNCH BAG CARS BLUE,"JUMBO BAG RED RETROSPOT, LUNCH BAG PINK POLKADOT  →  LUNCH BAG CARS BLUE",0.0103,0.51,7.2131,Very Strong
"LUNCH BAG SPACEBOY DESIGN, LUNCH BAG WOODLAND",LUNCH BAG APPLE DESIGN,"LUNCH BAG SPACEBOY DESIGN, LUNCH BAG WOODLAND  →  LUNCH BAG APPLE DESIGN",0.0119,0.4277,7.2062,Very Strong
"JUMBO BAG RED RETROSPOT, LUNCH BAG RED RETROSPOT",JUMBO BAG PINK POLKADOT,"JUMBO BAG RED RETROSPOT, LUNCH BAG RED RETROSPOT  →  JUMBO BAG PINK POLKADOT",0.0136,0.4555,7.2055,Very Strong
LUNCH BAG VINTAGE DOILY,LUNCH BAG VINTAGE LEAF DESIGN,LUNCH BAG VINTAGE DOILY  →  LUNCH BAG VINTAGE LEAF DESIGN,0.0123,0.3174,7.2018,Very Strong
"JUMBO BAG PINK POLKADOT, JUMBO BAG VINTAGE LEAF",JUMBO BAG RED RETROSPOT,"JUMBO BAG PINK POLKADOT, JUMBO BAG VINTAGE LEAF  →  JUMBO BAG RED RETROSPOT",0.0122,0.7958,7.2011,Very Strong
"LUNCH BAG SPACEBOY DESIGN, LUNCH BAG WOODLAND",LUNCH BAG RED RETROSPOT,"LUNCH BAG SPACEBOY DESIGN, LUNCH BAG WOODLAND  →  LUNCH BAG RED RETROSPOT",0.0179,0.6445,7.1932,Very Strong
"LUNCH BAG CARS BLUE, LUNCH BAG DOLLY GIRL DESIGN",LUNCH BAG RED RETROSPOT,"LUNCH BAG CARS BLUE, LUNCH BAG DOLLY GIRL DESIGN  →  LUNCH BAG RED RETROSPOT",0.0117,0.6444,7.1924,Very Strong
PACK OF 72 SKULL CAKE CASES,PACK OF 72 RETROSPOT CAKE CASES,PACK OF 72 SKULL CAKE CASES  →  PACK OF 72 RETROSPOT CAKE CASES,0.0165,0.4812,7.1911,Very Strong
JUMBO BAG WOODLAND ANIMALS,JUMBO BAG PINK POLKADOT,JUMBO BAG WOODLAND ANIMALS  →  JUMBO BAG PINK POLKADOT,0.0133,0.4545,7.19,Very Strong
"LUNCH BAG APPLE DESIGN, LUNCH BAG SPACEBOY DESIGN",LUNCH BAG RED RETROSPOT,"LUNCH BAG APPLE DESIGN, LUNCH BAG SPACEBOY DESIGN  →  LUNCH BAG RED RETROSPOT",0.0137,0.6439,7.1868,Very Strong
"LUNCH BAG CARS BLUE, LUNCH BAG PINK POLKADOT",LUNCH BAG SUKI DESIGN,"LUNCH BAG CARS BLUE, LUNCH BAG PINK POLKADOT  →  LUNCH BAG SUKI DESIGN",0.0153,0.4798,7.1699,Very Strong
"LUNCH BAG  BLACK SKULL., LUNCH BAG DOLLY GIRL DESIGN",LUNCH BAG RED RETROSPOT,"LUNCH BAG  BLACK SKULL., LUNCH BAG DOLLY GIRL DESIGN  →  LUNCH BAG RED RETROSPOT",0.0127,0.6423,7.1682,Very Strong
"JUMBO BAG PINK POLKADOT, LUNCH BAG PINK POLKADOT",LUNCH BAG  BLACK SKULL.,"JUMBO BAG PINK POLKADOT, LUNCH BAG PINK POLKADOT  →  LUNCH BAG  BLACK SKULL.",0.0105,0.5696,7.1602,Very Strong
"LUNCH BAG CARS BLUE, LUNCH BAG PINK POLKADOT",LUNCH BAG RED RETROSPOT,"LUNCH BAG CARS BLUE, LUNCH BAG PINK POLKADOT  →  LUNCH BAG RED RETROSPOT",0.0204,0.6414,7.1586,Very Strong
"JUMBO BAG PINK POLKADOT, JUMBO BAG SCANDINAVIAN BLUE PAISLEY",JUMBO BAG RED RETROSPOT,"JUMBO BAG PINK POLKADOT, JUMBO BAG SCANDINAVIAN BLUE PAISLEY  →  JUMBO BAG RED RETROSPOT",0.0109,0.7907,7.1548,Very Strong
"LUNCH BAG  BLACK SKULL., LUNCH BAG SPACEBOY DESIGN",LUNCH BAG ALPHABET DESIGN,"LUNCH BAG  BLACK SKULL., LUNCH BAG SPACEBOY DESIGN  →  LUNCH BAG ALPHABET DESIGN",0.0106,0.3393,7.1386,Very Strong
"LUNCH BAG  BLACK SKULL., LUNCH BAG PINK POLKADOT",LUNCH BAG VINTAGE LEAF DESIGN,"LUNCH BAG  BLACK SKULL., LUNCH BAG PINK POLKADOT  →  LUNCH BAG VINTAGE LEAF DESIGN",0.0112,0.3145,7.1349,Very Strong
"JUMBO BAG RED RETROSPOT, LUNCH BAG CARS BLUE",LUNCH BAG RED RETROSPOT,"JUMBO BAG RED RETROSPOT, LUNCH BAG CARS BLUE  →  LUNCH BAG RED RETROSPOT",0.0118,0.6391,7.1331,Very Strong
"LUNCH BAG  BLACK SKULL., LUNCH BAG APPLE DESIGN",LUNCH BAG RED RETROSPOT,"LUNCH BAG  BLACK SKULL., LUNCH BAG APPLE DESIGN  →  LUNCH BAG RED RETROSPOT",0.0155,0.6391,7.1325,Very Strong
"LUNCH BAG  BLACK SKULL., LUNCH BAG CARS BLUE",LUNCH BAG VINTAGE LEAF DESIGN,"LUNCH BAG  BLACK SKULL., LUNCH BAG CARS BLUE  →  LUNCH BAG VINTAGE LEAF DESIGN",0.0101,0.3142,7.1289,Very Strong
GIN + TONIC DIET METAL SIGN,PLEASE ONE PERSON METAL SIGN,GIN + TONIC DIET METAL SIGN  →  PLEASE ONE PERSON METAL SIGN,0.0182,0.3657,7.1153,Very Strong
PLEASE ONE PERSON METAL SIGN,GIN + TONIC DIET METAL SIGN,PLEASE ONE PERSON METAL SIGN  →  GIN + TONIC DIET METAL SIGN,0.0182,0.3537,7.1153,Very Strong
"LUNCH BAG APPLE DESIGN, LUNCH BAG SUKI DESIGN",LUNCH BAG PINK POLKADOT,"LUNCH BAG APPLE DESIGN, LUNCH BAG SUKI DESIGN  →  LUNCH BAG PINK POLKADOT",0.0128,0.4833,7.1108,Very Strong
"LUNCH BAG  BLACK SKULL., LUNCH BAG SPACEBOY DESIGN",LUNCH BAG APPLE DESIGN,"LUNCH BAG  BLACK SKULL., LUNCH BAG SPACEBOY DESIGN  →  LUNCH BAG APPLE DESIGN",0.0132,0.4216,7.1025,Very Strong
"LUNCH BAG DOLLY GIRL DESIGN, LUNCH BAG SPACEBOY DESIGN",LUNCH BAG PINK POLKADOT,"LUNCH BAG DOLLY GIRL DESIGN, LUNCH BAG SPACEBOY DESIGN  →  LUNCH BAG PINK POLKADOT",0.0121,0.4823,7.0966,Very Strong
